target,date,season,holiday,weekday,workingday,weathersit,temp,atemp,TM1,TM2,TM3,TM4,TM5,TM6,TM7
506,2011-05-21,2,0,6,0,1,0.72,0.6515,456,462,493,418,323,225,126
471,2011-05-21,2,0,6,0,2,0.72,0.6515,506,456,462,493,418,323,225
444,2011-05-21,2,0,6,0,2,0.72,0.6515,471,506,456,462,493,418,323
444,2011-05-21,2,0,6,0,2,0.7,0.6364,444,471,506,456,462,493,418
301,2011-05-21,2,0,6,0,1,0.68,0.6364,444,444,471,506,456,462,493
248,2011-05-21,2,0,6,0,1,0.62,0.6061,301,444,444,471,506,456,462
227,2011-05-21,2,0,6,0,1,0.62,0.6061,248,301,444,444,471,506,456
204,2011-05-21,2,0,6,0,1,0.6,0.5909,227,248,301,444,444,471,506
145,2011-05-21,2,0,6,0,1,0.58,0.5455,204,227,248,301,444,444,471
131,2011-05-22,2,0,0,0,1,0.54,0.5152,145,204,227,248,301,444,444
98,2011-05-22,2,0,0,0,1,0.52,0.5,131,145,204,227,248,301,444
68,2011-05-22,2,0,0,0,1,0.52,0.5,98,131,145,204,227,248,301
33,2011-05-22,2,0,0,0,1,0.5,0.4848,68,98,131,145,204,227,248
12,2011-05-22,2,0,0,0,1,0.5,0.4848,33,68,98,131,145,204,227
6,2011-05-22,2,0,0,0,1,0.5,0.4848,12,33,68,98,131,145,204
18,2011-05-22,2,0,0,0,1,0.52,0.5,6,12,33,68,98,131,145
40,2011-05-22,2,0,0,0,1,0.54,0.5152,18,6,12,33,68,98,131
94,2011-05-22,2,0,0,0,1,0.6,0.5909,40,18,6,12,33,68,98
189,2011-05-22,2,0,0,0,1,0.62,0.6061,94,40,18,6,12,33,68
305,2011-05-22,2,0,0,0,1,0.64,0.6061,189,94,40,18,6,12,33
373,2011-05-22,2,0,0,0,1,0.7,0.6515,305,189,94,40,18,6,12
401,2011-05-22,2,0,0,0,2,0.72,0.6667,373,305,189,94,40,18,6
455,2011-05-22,2,0,0,0,2,0.66,0.6212,401,373,305,189,94,40,18
316,2011-05-22,2,0,0,0,3,0.62,0.6061,455,401,373,305,189,94,40
331,2011-05-22,2,0,0,0,2,0.66,0.6212,316,455,401,373,305,189,94
273,2011-05-22,2,0,0,0,1,0.68,0.6364,331,316,455,401,373,305,189
306,2011-05-22,2,0,0,0,1,0.7,0.6515,273,331,316,455,401,373,305
358,2011-05-22,2,0,0,0,1,0.66,0.6212,306,273,331,316,455,401,373
300,2011-05-22,2,0,0,0,1,0.66,0.6212,358,306,273,331,316,455,401
231,2011-05-22,2,0,0,0,1,0.64,0.6061,300,358,306,273,331,316,455
136,2011-05-22,2,0,0,0,1,0.62,0.5909,231,300,358,306,273,331,316
121,2011-05-22,2,0,0,0,1,0.6,0.5606,136,231,300,358,306,273,331
65,2011-05-22,2,0,0,0,2,0.58,0.5455,121,136,231,300,358,306,273
41,2011-05-23,2,0,1,1,2,0.56,0.5303,65,121,136,231,300,358,306
9,2011-05-23,2,0,1,1,1,0.56,0.5303,41,65,121,136,231,300,358
5,2011-05-23,2,0,1,1,3,0.56,0.5303,9,41,65,121,136,231,300
4,2011-05-23,2,0,1,1,3,0.54,0.5152,5,9,41,65,121,136,231
4,2011-05-23,2,0,1,1,2,0.54,0.5152,4,5,9,41,65,121,136
11,2011-05-23,2,0,1,1,2,0.54,0.5152,4,4,5,9,41,65,121
96,2011-05-23,2,0,1,1,2,0.54,0.5152,11,4,4,5,9,41,65
236,2011-05-23,2,0,1,1,2,0.56,0.5303,96,11,4,4,5,9,41
409,2011-05-23,2,0,1,1,1,0.6,0.5455,236,96,11,4,4,5,9
167,2011-05-23,2,0,1,1,1,0.6,0.5455,409,236,96,11,4,4,5
121,2011-05-23,2,0,1,1,1,0.66,0.6212,167,409,236,96,11,4,4
180,2011-05-23,2,0,1,1,1,0.68,0.6364,121,167,409,236,96,11,4
204,2011-05-23,2,0,1,1,1,0.68,0.6364,180,121,167,409,236,96,11
204,2011-05-23,2,0,1,1,2,0.74,0.6818,204,180,121,167,409,236,96
187,2011-05-23,2,0,1,1,2,0.72,0.6818,204,204,180,121,167,409,236
176,2011-05-23,2,0,1,1,2,0.72,0.6818,187,204,204,180,121,167,409
279,2011-05-23,2,0,1,1,2,0.72,0.6818,176,187,204,204,180,121,167
429,2011-05-23,2,0,1,1,3,0.72,0.6818,279,176,187,204,204,180,121
453,2011-05-23,2,0,1,1,1,0.7,0.6667,429,279,176,187,204,204,180
358,2011-05-23,2,0,1,1,1,0.7,0.6667,453,429,279,176,187,204,204
310,2011-05-23,2,0,1,1,1,0.64,0.5758,358,453,429,279,176,187,204
188,2011-05-23,2,0,1,1,1,0.64,0.5758,310,358,453,429,279,176,187
131,2011-05-23,2,0,1,1,1,0.62,0.5455,188,310,358,453,429,279,176
72,2011-05-23,2,0,1,1,2,0.62,0.5606,131,188,310,358,453,429,279
35,2011-05-24,2,0,2,1,2,0.6,0.5152,72,131,188,310,358,453,429
15,2011-05-24,2,0,2,1,2,0.6,0.5152,35,72,131,188,310,358,453
10,2011-05-24,2,0,2,1,2,0.6,0.5152,15,35,72,131,188,310,358
2,2011-05-24,2,0,2,1,2,0.58,0.5455,10,15,35,72,131,188,310
4,2011-05-24,2,0,2,1,1,0.6,0.5455,2,10,15,35,72,131,188
24,2011-05-24,2,0,2,1,2,0.58,0.5455,4,2,10,15,35,72,131
112,2011-05-24,2,0,2,1,2,0.58,0.5455,24,4,2,10,15,35,72
314,2011-05-24,2,0,2,1,3,0.64,0.5909,112,24,4,2,10,15,35
434,2011-05-24,2,0,2,1,3,0.62,0.5758,314,112,24,4,2,10,15
138,2011-05-24,2,0,2,1,2,0.64,0.6061,434,314,112,24,4,2,10
108,2011-05-24,2,0,2,1,1,0.7,0.6515,138,434,314,112,24,4,2
175,2011-05-24,2,0,2,1,1,0.74,0.6667,108,138,434,314,112,24,4
170,2011-05-24,2,0,2,1,1,0.76,0.6818,175,108,138,434,314,112,24
190,2011-05-24,2,0,2,1,1,0.78,0.697,170,175,108,138,434,314,112
153,2011-05-24,2,0,2,1,1,0.78,0.697,190,170,175,108,138,434,314
188,2011-05-24,2,0,2,1,3,0.74,0.6818,153,190,170,175,108,138,434
277,2011-05-24,2,0,2,1,1,0.66,0.6212,188,153,190,170,175,108,138
548,2011-05-24,2,0,2,1,1,0.7,0.6515,277,188,153,190,170,175,108
564,2011-05-24,2,0,2,1,1,0.7,0.6515,548,277,188,153,190,170,175
355,2011-05-24,2,0,2,1,1,0.66,0.6212,564,548,277,188,153,190,170
280,2011-05-24,2,0,2,1,1,0.66,0.6212,355,564,548,277,188,153,190
189,2011-05-24,2,0,2,1,1,0.64,0.5909,280,355,564,548,277,188,153
141,2011-05-24,2,0,2,1,3,0.62,0.5606,189,280,355,564,548,277,188
66,2011-05-24,2,0,2,1,3,0.66,0.6212,141,189,280,355,564,548,277
35,2011-05-25,2,0,3,1,3,0.6,0.5606,66,141,189,280,355,564,548
8,2011-05-25,2,0,3,1,3,0.58,0.5455,35,66,141,189,280,355,564
8,2011-05-25,2,0,3,1,2,0.56,0.5303,8,35,66,141,189,280,355
9,2011-05-25,2,0,3,1,1,0.54,0.5152,8,8,35,66,141,189,280
3,2011-05-25,2,0,3,1,1,0.54,0.5152,9,8,8,35,66,141,189
25,2011-05-25,2,0,3,1,1,0.56,0.5303,3,9,8,8,35,66,141
117,2011-05-25,2,0,3,1,1,0.56,0.5303,25,3,9,8,8,35,66
313,2011-05-25,2,0,3,1,1,0.62,0.5909,117,25,3,9,8,8,35
531,2011-05-25,2,0,3,1,1,0.64,0.6061,313,117,25,3,9,8,8
234,2011-05-25,2,0,3,1,1,0.68,0.6364,531,313,117,25,3,9,8
135,2011-05-25,2,0,3,1,1,0.7,0.6515,234,531,313,117,25,3,9
140,2011-05-25,2,0,3,1,1,0.74,0.6667,135,234,531,313,117,25,3
210,2011-05-25,2,0,3,1,1,0.74,0.6818,140,135,234,531,313,117,25
202,2011-05-25,2,0,3,1,1,0.74,0.6818,210,140,135,234,531,313,117
168,2011-05-25,2,0,3,1,1,0.74,0.6818,202,210,140,135,234,531,313
182,2011-05-25,2,0,3,1,1,0.76,0.697,168,202,210,140,135,234,531
299,2011-05-25,2,0,3,1,1,0.74,0.6667,182,168,202,210,140,135,234
601,2011-05-25,2,0,3,1,1,0.74,0.6667,299,182,168,202,210,140,135
517,2011-05-25,2,0,3,1,1,0.72,0.6667,601,299,182,168,202,210,140
405,2011-05-25,2,0,3,1,1,0.7,0.6515,517,601,299,182,168,202,210
340,2011-05-25,2,0,3,1,1,0.7,0.6515,405,517,601,299,182,168,202
236,2011-05-25,2,0,3,1,1,0.66,0.6212,340,405,517,601,299,182,168
174,2011-05-25,2,0,3,1,1,0.66,0.6212,236,340,405,517,601,299,182
86,2011-05-25,2,0,3,1,1,0.64,0.6061,174,236,340,405,517,601,299
45,2011-05-26,2,0,4,1,1,0.64,0.6061,86,174,236,340,405,517,601
16,2011-05-26,2,0,4,1,1,0.64,0.6061,45,86,174,236,340,405,517
14,2011-05-26,2,0,4,1,1,0.62,0.5758,16,45,86,174,236,340,405
4,2011-05-26,2,0,4,1,1,0.6,0.5455,14,16,45,86,174,236,340
2,2011-05-26,2,0,4,1,1,0.6,0.5455,4,14,16,45,86,174,236
27,2011-05-26,2,0,4,1,2,0.6,0.5455,2,4,14,16,45,86,174
98,2011-05-26,2,0,4,1,2,0.6,0.5,27,2,4,14,16,45,86
286,2011-05-26,2,0,4,1,2,0.62,0.5455,98,27,2,4,14,16,45
489,2011-05-26,2,0,4,1,2,0.66,0.6061,286,98,27,2,4,14,16
216,2011-05-26,2,0,4,1,1,0.72,0.6818,489,286,98,27,2,4,14
143,2011-05-26,2,0,4,1,1,0.7,0.6667,216,489,286,98,27,2,4
160,2011-05-26,2,0,4,1,1,0.74,0.697,143,216,489,286,98,27,2
194,2011-05-26,2,0,4,1,1,0.78,0.7424,160,143,216,489,286,98,27
197,2011-05-26,2,0,4,1,1,0.82,0.7727,194,160,143,216,489,286,98
189,2011-05-26,2,0,4,1,1,0.82,0.7727,197,194,160,143,216,489,286
141,2011-05-26,2,0,4,1,2,0.82,0.7576,189,197,194,160,143,216,489
291,2011-05-26,2,0,4,1,2,0.8,0.7424,141,189,197,194,160,143,216
494,2011-05-26,2,0,4,1,1,0.8,0.7273,291,141,189,197,194,160,143
478,2011-05-26,2,0,4,1,1,0.8,0.7273,494,291,141,189,197,194,160
378,2011-05-26,2,0,4,1,1,0.78,0.697,478,494,291,141,189,197,194
322,2011-05-26,2,0,4,1,1,0.72,0.6667,378,478,494,291,141,189,197
223,2011-05-26,2,0,4,1,1,0.72,0.6818,322,378,478,494,291,141,189
180,2011-05-26,2,0,4,1,1,0.7,0.6515,223,322,378,478,494,291,141
90,2011-05-26,2,0,4,1,1,0.7,0.6515,180,223,322,378,478,494,291
69,2011-05-27,2,0,5,1,1,0.68,0.6364,90,180,223,322,378,478,494
50,2011-05-27,2,0,5,1,1,0.7,0.6515,69,90,180,223,322,378,478
18,2011-05-27,2,0,5,1,1,0.68,0.6364,50,69,90,180,223,322,378
12,2011-05-27,2,0,5,1,1,0.66,0.6212,18,50,69,90,180,223,322
7,2011-05-27,2,0,5,1,1,0.64,0.6061,12,18,50,69,90,180,223
31,2011-05-27,2,0,5,1,1,0.64,0.6061,7,12,18,50,69,90,180
81,2011-05-27,2,0,5,1,1,0.64,0.6061,31,7,12,18,50,69,90
249,2011-05-27,2,0,5,1,1,0.64,0.6061,81,31,7,12,18,50,69
418,2011-05-27,2,0,5,1,1,0.66,0.6212,249,81,31,7,12,18,50
227,2011-05-27,2,0,5,1,1,0.7,0.6515,418,249,81,31,7,12,18
153,2011-05-27,2,0,5,1,1,0.72,0.6667,227,418,249,81,31,7,12
166,2011-05-27,2,0,5,1,2,0.74,0.6818,153,227,418,249,81,31,7
243,2011-05-27,2,0,5,1,2,0.76,0.697,166,153,227,418,249,81,31
209,2011-05-27,2,0,5,1,1,0.74,0.6818,243,166,153,227,418,249,81
239,2011-05-27,2,0,5,1,1,0.76,0.697,209,243,166,153,227,418,249
356,2011-05-27,2,0,5,1,1,0.78,0.7121,239,209,243,166,153,227,418
419,2011-05-27,2,0,5,1,2,0.76,0.697,356,239,209,243,166,153,227
491,2011-05-27,2,0,5,1,1,0.74,0.6818,419,356,239,209,243,166,153
399,2011-05-27,2,0,5,1,2,0.72,0.6818,491,419,356,239,209,243,166
279,2011-05-27,2,0,5,1,3,0.6,0.5758,399,491,419,356,239,209,243
144,2011-05-27,2,0,5,1,2,0.62,0.5909,279,399,491,419,356,239,209
151,2011-05-27,2,0,5,1,1,0.6,0.5606,144,279,399,491,419,356,239
141,2011-05-27,2,0,5,1,1,0.6,0.5758,151,144,279,399,491,419,356
127,2011-05-27,2,0,5,1,1,0.58,0.5455,141,151,144,279,399,491,419
94,2011-05-28,2,0,6,0,1,0.58,0.5455,127,141,151,144,279,399,491
55,2011-05-28,2,0,6,0,1,0.58,0.5455,94,127,141,151,144,279,399
48,2011-05-28,2,0,6,0,1,0.56,0.5303,55,94,127,141,151,144,279
15,2011-05-28,2,0,6,0,1,0.56,0.5303,48,55,94,127,141,151,144
4,2011-05-28,2,0,6,0,1,0.56,0.5303,15,48,55,94,127,141,151
7,2011-05-28,2,0,6,0,1,0.56,0.5303,4,15,48,55,94,127,141
19,2011-05-28,2,0,6,0,1,0.58,0.5455,7,4,15,48,55,94,127
50,2011-05-28,2,0,6,0,1,0.6,0.5606,19,7,4,15,48,55,94
102,2011-05-28,2,0,6,0,1,0.62,0.5909,50,19,7,4,15,48,55
177,2011-05-28,2,0,6,0,1,0.64,0.6061,102,50,19,7,4,15,48
276,2011-05-28,2,0,6,0,1,0.7,0.6515,177,102,50,19,7,4,15
349,2011-05-28,2,0,6,0,1,0.7,0.6515,276,177,102,50,19,7,4
358,2011-05-28,2,0,6,0,1,0.72,0.6667,349,276,177,102,50,19,7
385,2011-05-28,2,0,6,0,1,0.72,0.6818,358,349,276,177,102,50,19
382,2011-05-28,2,0,6,0,1,0.74,0.6818,385,358,349,276,177,102,50
374,2011-05-28,2,0,6,0,1,0.74,0.6818,382,385,358,349,276,177,102
402,2011-05-28,2,0,6,0,1,0.76,0.697,374,382,385,358,349,276,177
341,2011-05-28,2,0,6,0,1,0.74,0.6818,402,374,382,385,358,349,276
385,2011-05-28,2,0,6,0,1,0.72,0.6818,341,402,374,382,385,358,349
252,2011-05-28,2,0,6,0,1,0.7,0.6515,385,341,402,374,382,385,358
196,2011-05-28,2,0,6,0,1,0.7,0.6515,252,385,341,402,374,382,385
201,2011-05-28,2,0,6,0,1,0.66,0.6212,196,252,385,341,402,374,382
161,2011-05-28,2,0,6,0,1,0.66,0.6061,201,196,252,385,341,402,374
125,2011-05-28,2,0,6,0,1,0.64,0.5758,161,201,196,252,385,341,402
83,2011-05-29,2,0,0,0,1,0.64,0.5758,125,161,201,196,252,385,341
66,2011-05-29,2,0,0,0,1,0.62,0.5606,83,125,161,201,196,252,385
61,2011-05-29,2,0,0,0,1,0.62,0.5606,66,83,125,161,201,196,252
26,2011-05-29,2,0,0,0,1,0.62,0.5606,61,66,83,125,161,201,196
23,2011-05-29,2,0,0,0,1,0.6,0.5455,26,61,66,83,125,161,201
6,2011-05-29,2,0,0,0,1,0.6,0.5152,23,26,61,66,83,125,161
15,2011-05-29,2,0,0,0,2,0.62,0.5606,6,23,26,61,66,83,125
30,2011-05-29,2,0,0,0,2,0.62,0.5606,15,6,23,26,61,66,83
96,2011-05-29,2,0,0,0,2,0.62,0.5606,30,15,6,23,26,61,66
152,2011-05-29,2,0,0,0,2,0.62,0.5455,96,30,15,6,23,26,61
251,2011-05-29,2,0,0,0,2,0.66,0.6061,152,96,30,15,6,23,26
319,2011-05-29,2,0,0,0,2,0.66,0.6061,251,152,96,30,15,6,23
402,2011-05-29,2,0,0,0,2,0.7,0.6667,319,251,152,96,30,15,6
418,2011-05-29,2,0,0,0,1,0.72,0.6818,402,319,251,152,96,30,15
351,2011-05-29,2,0,0,0,1,0.74,0.697,418,402,319,251,152,96,30
376,2011-05-29,2,0,0,0,1,0.74,0.697,351,418,402,319,251,152,96
361,2011-05-29,2,0,0,0,1,0.74,0.697,376,351,418,402,319,251,152
383,2011-05-29,2,0,0,0,1,0.74,0.697,361,376,351,418,402,319,251
328,2011-05-29,2,0,0,0,1,0.72,0.697,383,361,376,351,418,402,319
287,2011-05-29,2,0,0,0,1,0.72,0.697,328,383,361,376,351,418,402
219,2011-05-29,2,0,0,0,1,0.7,0.6667,287,328,383,361,376,351,418
229,2011-05-29,2,0,0,0,1,0.68,0.6364,219,287,328,383,361,376,351
171,2011-05-29,2,0,0,0,1,0.66,0.5909,229,219,287,328,383,361,376
135,2011-05-29,2,0,0,0,1,0.66,0.5909,171,229,219,287,328,383,361
103,2011-05-30,2,1,1,0,1,0.64,0.5606,135,171,229,219,287,328,383
79,2011-05-30,2,1,1,0,1,0.64,0.5606,103,135,171,229,219,287,328
45,2011-05-30,2,1,1,0,1,0.64,0.5606,79,103,135,171,229,219,287
18,2011-05-30,2,1,1,0,1,0.64,0.5606,45,79,103,135,171,229,219
6,2011-05-30,2,1,1,0,1,0.62,0.5455,18,45,79,103,135,171,229
7,2011-05-30,2,1,1,0,2,0.62,0.5455,6,18,45,79,103,135,171
16,2011-05-30,2,1,1,0,2,0.64,0.5606,7,6,18,45,79,103,135
31,2011-05-30,2,1,1,0,2,0.64,0.5606,16,7,6,18,45,79,103
94,2011-05-30,2,1,1,0,2,0.66,0.5909,31,16,7,6,18,45,79
128,2011-05-30,2,1,1,0,1,0.72,0.697,94,31,16,7,6,18,45
269,2011-05-30,2,1,1,0,1,0.8,0.7576,128,94,31,16,7,6,18
321,2011-05-30,2,1,1,0,1,0.82,0.7727,269,128,94,31,16,7,6
366,2011-05-30,2,1,1,0,1,0.86,0.803,321,269,128,94,31,16,7
350,2011-05-30,2,1,1,0,1,0.86,0.7879,366,321,269,128,94,31,16
327,2011-05-30,2,1,1,0,1,0.88,0.803,350,366,321,269,128,94,31
311,2011-05-30,2,1,1,0,1,0.88,0.803,327,350,366,321,269,128,94
309,2011-05-30,2,1,1,0,1,0.88,0.7879,311,327,350,366,321,269,128
304,2011-05-30,2,1,1,0,1,0.86,0.7879,309,311,327,350,366,321,269
249,2011-05-30,2,1,1,0,1,0.86,0.7879,304,309,311,327,350,366,321
225,2011-05-30,2,1,1,0,2,0.52,0.5,249,304,309,311,327,350,366
237,2011-05-30,2,1,1,0,1,0.76,0.7121,225,249,304,309,311,327,350
149,2011-05-30,2,1,1,0,1,0.74,0.697,237,225,249,304,309,311,327
106,2011-05-30,2,1,1,0,1,0.72,0.697,149,237,225,249,304,309,311
48,2011-05-30,2,1,1,0,1,0.7,0.6667,106,149,237,225,249,304,309
29,2011-05-31,2,0,2,1,1,0.7,0.6667,48,106,149,237,225,249,304
17,2011-05-31,2,0,2,1,1,0.68,0.6364,29,48,106,149,237,225,249
12,2011-05-31,2,0,2,1,2,0.66,0.5909,17,29,48,106,149,237,225
4,2011-05-31,2,0,2,1,2,0.64,0.5606,12,17,29,48,106,149,237
3,2011-05-31,2,0,2,1,1,0.66,0.6061,4,12,17,29,48,106,149
26,2011-05-31,2,0,2,1,1,0.66,0.6061,3,4,12,17,29,48,106
109,2011-05-31,2,0,2,1,1,0.68,0.6364,26,3,4,12,17,29,48
235,2011-05-31,2,0,2,1,1,0.74,0.697,109,26,3,4,12,17,29
406,2011-05-31,2,0,2,1,1,0.78,0.7424,235,109,26,3,4,12,17
175,2011-05-31,2,0,2,1,1,0.8,0.7576,406,235,109,26,3,4,12
109,2011-05-31,2,0,2,1,1,0.82,0.7879,175,406,235,109,26,3,4
106,2011-05-31,2,0,2,1,1,0.86,0.803,109,175,406,235,109,26,3
162,2011-05-31,2,0,2,1,1,0.86,0.803,106,109,175,406,235,109,26
147,2011-05-31,2,0,2,1,1,0.9,0.8333,162,106,109,175,406,235,109
140,2011-05-31,2,0,2,1,1,0.9,0.8182,147,162,106,109,175,406,235
175,2011-05-31,2,0,2,1,1,0.9,0.8182,140,147,162,106,109,175,406
249,2011-05-31,2,0,2,1,1,0.9,0.8333,175,140,147,162,106,109,175
495,2011-05-31,2,0,2,1,1,0.84,0.803,249,175,140,147,162,106,109
417,2011-05-31,2,0,2,1,1,0.84,0.803,495,249,175,140,147,162,106
285,2011-05-31,2,0,2,1,1,0.78,0.7424,417,495,249,175,140,147,162
251,2011-05-31,2,0,2,1,1,0.78,0.7424,285,417,495,249,175,140,147
210,2011-05-31,2,0,2,1,1,0.76,0.7273,251,285,417,495,249,175,140
159,2011-05-31,2,0,2,1,1,0.74,0.697,210,251,285,417,495,249,175
61,2011-05-31,2,0,2,1,1,0.72,0.697,159,210,251,285,417,495,249
34,2011-06-01,2,0,3,1,1,0.7,0.6667,61,159,210,251,285,417,495
17,2011-06-01,2,0,3,1,1,0.7,0.6667,34,61,159,210,251,285,417
3,2011-06-01,2,0,3,1,1,0.7,0.6667,17,34,61,159,210,251,285
6,2011-06-01,2,0,3,1,1,0.68,0.6364,3,17,34,61,159,210,251
4,2011-06-01,2,0,3,1,2,0.68,0.6364,6,3,17,34,61,159,210
21,2011-06-01,2,0,3,1,2,0.66,0.5909,4,6,3,17,34,61,159
128,2011-06-01,2,0,3,1,2,0.68,0.6364,21,4,6,3,17,34,61
284,2011-06-01,2,0,3,1,2,0.7,0.6667,128,21,4,6,3,17,34
454,2011-06-01,2,0,3,1,2,0.72,0.697,284,128,21,4,6,3,17
207,2011-06-01,2,0,3,1,2,0.74,0.7121,454,284,128,21,4,6,3
115,2011-06-01,2,0,3,1,2,0.76,0.7424,207,454,284,128,21,4,6
112,2011-06-01,2,0,3,1,2,0.82,0.803,115,207,454,284,128,21,4
169,2011-06-01,2,0,3,1,1,0.86,0.8333,112,115,207,454,284,128,21
154,2011-06-01,2,0,3,1,1,0.9,0.8182,169,112,115,207,454,284,128
145,2011-06-01,2,0,3,1,1,0.9,0.8182,154,169,112,115,207,454,284
152,2011-06-01,2,0,3,1,1,0.9,0.8333,145,154,169,112,115,207,454
266,2011-06-01,2,0,3,1,1,0.86,0.803,152,145,154,169,112,115,207
486,2011-06-01,2,0,3,1,1,0.86,0.803,266,152,145,154,169,112,115
309,2011-06-01,2,0,3,1,3,0.82,0.7879,486,266,152,145,154,169,112
264,2011-06-01,2,0,3,1,2,0.74,0.7121,309,486,266,152,145,154,169
256,2011-06-01,2,0,3,1,2,0.74,0.7121,264,309,486,266,152,145,154
190,2011-06-01,2,0,3,1,1,0.74,0.697,256,264,309,486,266,152,145
129,2011-06-01,2,0,3,1,1,0.74,0.697,190,256,264,309,486,266,152
69,2011-06-01,2,0,3,1,1,0.74,0.6667,129,190,256,264,309,486,266
42,2011-06-02,2,0,4,1,1,0.74,0.6515,69,129,190,256,264,309,486
15,2011-06-02,2,0,4,1,1,0.72,0.6515,42,69,129,190,256,264,309
6,2011-06-02,2,0,4,1,1,0.7,0.6364,15,42,69,129,190,256,264
4,2011-06-02,2,0,4,1,1,0.66,0.6212,6,15,42,69,129,190,256
3,2011-06-02,2,0,4,1,1,0.66,0.6212,4,6,15,42,69,129,190
31,2011-06-02,2,0,4,1,1,0.66,0.6212,3,4,6,15,42,69,129
113,2011-06-02,2,0,4,1,1,0.66,0.6212,31,3,4,6,15,42,69
304,2011-06-02,2,0,4,1,1,0.7,0.6364,113,31,3,4,6,15,42
467,2011-06-02,2,0,4,1,1,0.7,0.6364,304,113,31,3,4,6,15
225,2011-06-02,2,0,4,1,1,0.72,0.6364,467,304,113,31,3,4,6
139,2011-06-02,2,0,4,1,1,0.72,0.6515,225,467,304,113,31,3,4
165,2011-06-02,2,0,4,1,1,0.74,0.6515,139,225,467,304,113,31,3
232,2011-06-02,2,0,4,1,1,0.76,0.6667,165,139,225,467,304,113,31
203,2011-06-02,2,0,4,1,1,0.8,0.6818,232,165,139,225,467,304,113
185,2011-06-02,2,0,4,1,1,0.78,0.6667,203,232,165,139,225,467,304
188,2011-06-02,2,0,4,1,1,0.8,0.6818,185,203,232,165,139,225,467
318,2011-06-02,2,0,4,1,1,0.8,0.6818,188,185,203,232,165,139,225
572,2011-06-02,2,0,4,1,1,0.76,0.6515,318,188,185,203,232,165,139
525,2011-06-02,2,0,4,1,1,0.74,0.6515,572,318,188,185,203,232,165
379,2011-06-02,2,0,4,1,1,0.72,0.6364,525,572,318,188,185,203,232
337,2011-06-02,2,0,4,1,1,0.7,0.6364,379,525,572,318,188,185,203
248,2011-06-02,2,0,4,1,1,0.66,0.6212,337,379,525,572,318,188,185
155,2011-06-02,2,0,4,1,1,0.64,0.6212,248,337,379,525,572,318,188
112,2011-06-02,2,0,4,1,1,0.62,0.6212,155,248,337,379,525,572,318
68,2011-06-03,2,0,5,1,1,0.62,0.6212,112,155,248,337,379,525,572
22,2011-06-03,2,0,5,1,1,0.6,0.6212,68,112,155,248,337,379,525
12,2011-06-03,2,0,5,1,1,0.56,0.5303,22,68,112,155,248,337,379
5,2011-06-03,2,0,5,1,1,0.54,0.5152,12,22,68,112,155,248,337
6,2011-06-03,2,0,5,1,1,0.52,0.5,5,12,22,68,112,155,248
28,2011-06-03,2,0,5,1,1,0.52,0.5,6,5,12,22,68,112,155
106,2011-06-03,2,0,5,1,1,0.54,0.5152,28,6,5,12,22,68,112
277,2011-06-03,2,0,5,1,1,0.54,0.5152,106,28,6,5,12,22,68
502,2011-06-03,2,0,5,1,2,0.56,0.5303,277,106,28,6,5,12,22
230,2011-06-03,2,0,5,1,1,0.58,0.5455,502,277,106,28,6,5,12
161,2011-06-03,2,0,5,1,1,0.62,0.6212,230,502,277,106,28,6,5
192,2011-06-03,2,0,5,1,1,0.64,0.6212,161,230,502,277,106,28,6
259,2011-06-03,2,0,5,1,1,0.66,0.6212,192,161,230,502,277,106,28
248,2011-06-03,2,0,5,1,1,0.68,0.6212,259,192,161,230,502,277,106
240,2011-06-03,2,0,5,1,1,0.7,0.6364,248,259,192,161,230,502,277
212,2011-06-03,2,0,5,1,1,0.7,0.6364,240,248,259,192,161,230,502
349,2011-06-03,2,0,5,1,1,0.72,0.6364,212,240,248,259,192,161,230
558,2011-06-03,2,0,5,1,1,0.72,0.6364,349,212,240,248,259,192,161
564,2011-06-03,2,0,5,1,1,0.7,0.6364,558,349,212,240,248,259,192
391,2011-06-03,2,0,5,1,1,0.68,0.6212,564,558,349,212,240,248,259
293,2011-06-03,2,0,5,1,1,0.64,0.6212,391,564,558,349,212,240,248
247,2011-06-03,2,0,5,1,1,0.64,0.6212,293,391,564,558,349,212,240
171,2011-06-03,2,0,5,1,1,0.62,0.6212,247,293,391,564,558,349,212
171,2011-06-03,2,0,5,1,1,0.58,0.5455,171,247,293,391,564,558,349
93,2011-06-04,2,0,6,0,1,0.56,0.5303,171,171,247,293,391,564,558
94,2011-06-04,2,0,6,0,1,0.54,0.5152,93,171,171,247,293,391,564
59,2011-06-04,2,0,6,0,1,0.54,0.5152,94,93,171,171,247,293,391
18,2011-06-04,2,0,6,0,1,0.52,0.5,59,94,93,171,171,247,293
15,2011-06-04,2,0,6,0,1,0.52,0.5,18,59,94,93,171,171,247
8,2011-06-04,2,0,6,0,1,0.5,0.4848,15,18,59,94,93,171,171
28,2011-06-04,2,0,6,0,1,0.54,0.5152,8,15,18,59,94,93,171
87,2011-06-04,2,0,6,0,1,0.56,0.5303,28,8,15,18,59,94,93
125,2011-06-04,2,0,6,0,1,0.6,0.6212,87,28,8,15,18,59,94
224,2011-06-04,2,0,6,0,1,0.62,0.6212,125,87,28,8,15,18,59
317,2011-06-04,2,0,6,0,1,0.64,0.6212,224,125,87,28,8,15,18
